uuid,level,name,std1,stdz1,stdz1(%),opt1,opt1(%),app1,app1(%),app2,app2(%),feat1,feat1(%),feat2,feat2(%),feat3,feat3(%),feat4,feat4(%),feat5,feat5(%),feat6,feat6(%),feat7,feat7(%),feat8,feat8(%),feat9,feat9(%),feat10,feat10(%)
03-2c127bf32ccb4edf2bf22fea5a00e494,3,timer,28,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0,28,0.0
03-2e5d8aa3dfa8ef34ca5131d20f9dad51,3,settings,49,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0,49,0.0
03-37a184204b9448f00fb83003d8a6cc69,3,entropy,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
03-5ae9b7f211e23aac3df5f2b8f3b8eada,3,crypto,1472,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0,1472,0.0
03-74136b24217cb75599440e6e1d807cf7,3,serial,12,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,12,0.0,68,466.67,68,466.67
03-7abb446738b4dfa1b0d7734371b8946e,3,net_buf,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
03-7dfd0916e87aaa90a45bf1ec3391e970,3,subsys,6905,3788,-45.14,6905,0.0,6905,0.0,6905,0.0,7029,1.8,11495,66.47,6905,0.0,7924,14.76,6905,0.0,9394,36.05,6905,0.0,28900,318.54,11931,72.79,11931,72.79
03-820f20aaff1a08fa09ed2471da8e8e10,3,sem.c,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
03-950616e5405e4ef51a87d384180e7aa1,3,posix,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,0
03-955871c9778abe2297251e689899dcdc,3,gpio,42,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0,42,0.0
03-9abfc3fa0a586782b875ee02ad45dcd8,3,bluetooth,10129,16814,66.0,10129,0.0,10269,1.38,10269,1.38,10137,0.08,10129,0.0,10129,0.0,12640,24.79,10133,0.04,11321,11.77,10129,0.0,35919,254.62,11420,12.75,11420,12.75
03-a39401275d1b300aa789fb22aea4148a,3,flash,60,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60,0.0
03-bda16fa0e64e7aad8ddd86b71b0c308c,3,system_work_q.c,2048,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0,2048,0.0
03-c80a73b78d3d460ce9f1d222a87714b0,3,poll.c,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
03-cde9e8dec3ca8de88aa6cf61c1c0252c,3,hal,336,344,2.38,336,0.0,336,0.0,336,0.0,336,0.0,336,0.0,336,0.0,336,0.0,336,0.0,336,0.0,336,0.0,336,0.0,336,0.0,336,0.0
03-dd302f94682dbd2a114d63b0433602e0,3,os,4,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.0
03-e5823ba08cf6f8acc6662017ec572078,3,libc,32,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32,0.0
03-e8acc63b1e238f3255c900eed37254b8,3,lib,122,102,-16.39,122,0.0,122,0.0,122,0.0,122,0.0,122,0.0,122,0.0,122,0.0,122,0.0,122,0.0,122,0.0,122,0.0,122,0.0,122,0.0
03-f3474cdd6a817f1ae88af8b1ea224b15,3,mempool.c,2072,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0,2072,0.0
03-f843a7390a4012d214747466b1f97def,3,timeslicing.c,37,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0,37,0.0
03-f926b3e222d7afee57071b2256839701,3,arm,25,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0,25,0.0
03-fe69fd0a878b10d190c924b2398bad9c,3,drivers,72,,,72,0.0,72,0.0,72,0.0,72,0.0,72,0.0,72,0.0,72,0.0,72,0.0,72,0.0,72,0.0,72,0.0,72,0.0,72,0.0
