uuid,level,name,std1,std1_release,std1_release(%)
02-1dc1a77ff1e603ed1433c5fb75225a8d,2,k_work_reschedule,156,96,-38.46
02-1ddabf616279db529664fb7dc2d590df,2,__isr_table_entry_nrfx_isr_irq_3.1.lto_priv.1,8,8,0.0
02-1de18c9b54896f7cfaf17441c971fd4a,2,ll_dc_proc_phy_rsp_sent_slave,32,32,0.0
02-1def0aca15202401af31de1d7b382f9f,2,att_read_rsp,120,120,0.0
02-1df4c3a227e67205e4702a67d8caf8b0,2,m_data_get_func.lto_priv.0,4,4,0.0
02-1e2e1b8a41f72a20caa0d37afe4d3f2a,2,le_phy_update_complete,188,144,-23.4
02-1e3f5fbd6c27c1b174f5bc84f03eb911,2,m_adv_prepare_legacy.lto_priv.0,444,444,0.0
02-1e44654bd1950f7f5d6082f278eb4cba,2,__isr_table_entry__isr_wrapper_irq_344,4,4,0.0
02-1e86a5f9722f675ab69ad8d363587b16,2,i2c_nrfx_twim_driver_api,24,24,0.0
02-1eb2bc1166d1d74ba9bb1028ca8e6b3e,2,ops.0.lto_priv.1,40,40,0.0
02-1ecd1f898ddef5c0af689be553f7f0c2,2,z_ready_thread,88,30,-65.91
02-1eeb597ae5b2378ac64687f6ac033dea,2,chrc_pool,8,8,0.0
02-1f13f584b1e7b93b2ad0546f27dc782a,2,bt_att_sent,92,92,0.0
02-1f1728ffb2701e5a3831c236c9b03315,2,__isr_table_entry__isr_wrapper_irq_308,4,4,0.0
02-1f28c642af8abbb8e8f379b2890961ec,2,__isr_table_entry_z_irq_spurious_irq_541,8,8,0.0
02-1f5ceefbf6cdec0587b2c2802d7b5fb2,2,m_adv_estimated_max_dir_event_length_us,6,6,0.0
02-1f6e037c3f5b90135dd7d6290b37f813,2,__devstate_dts_ord_121.lto_priv.0,2,2,0.0
02-1f7985c1fb0c083c45668c029e89a33d,2,gpio_nrfx_port_set_bits_raw.lto_priv.0,10,10,0.0
02-1f8bfa068eb8a0bef7239c1b07065262,2,__isr_table_entry_z_irq_spurious_irq_646,8,8,0.0
02-1fa111860f535069ce04ce5e4a878f1e,2,get_io_capa,76,76,0.0
02-1fc2aab63db59c54b92b75840541e55d,2,__isr_table_entry__isr_wrapper_irq_486,4,4,0.0
02-1fc8e9a90fe7a701d642585746fcce21,2,__isr_table_entry__isr_wrapper_irq_298,4,4,0.0
02-1febf8be1ca157abd44a354296fc7494,2,m_subrating_events_to_skip_get_func.lto_priv.0,4,4,0.0
02-2016e804ec2d432f24ab81bc4cc1a3ed,2,m_peer_addr_index_get.lto_priv.0,68,68,0.0
02-20280cebedb0ab92af44b0c3b4dc84e7,2,m_session_remove_from_list,132,132,0.0
02-202a8c261a79cd7c2e59dd05a3f6f5c1,2,m_generate_connection_complete_event,,82,
02-2049882230b68b033cae05b79bed8b30,2,__isr_table_entry__isr_wrapper_irq_444,4,4,0.0
02-20cb65f9f3dde538e0538e11c9bfe9e9,2,metadata_usage_flags_mapping,28,28,0.0
02-20d126164f30711f8f4b4eea909560ef,2,bt_conn_cb_conn_callbacks,36,36,0.0
02-20d5197dbf8752a5b0fa2d7a2107325e,2,k_sched_lock,120,40,-66.67
02-20f61ed422ae0239400a76f308ab5cb3,2,log_const_bas,8,,
02-210684d78a2359b85294e58b75a9ab3a,2,cracen_import_key,1028,1104,7.39
02-212cb1c2414ce0b61e7f9a98625cfb18,2,hids_obj_mutex,20,20,0.0
02-217b3ab43cda7a68d48c25b27b84a6b2,2,adc_nrfx_read,660,524,-20.61
02-21b35f66cff0e2270b29d3ccbb4e676d,2,printk,26,,
02-21c024ac445d674cb016099b9c56e4a0,2,__isr_table_entry_z_irq_spurious_irq_788,8,8,0.0
02-21c9b5c866cda6fd8460735b60597e8b,2,log_const_cracen,8,,
02-21db708f253924ca0a70cbc152b1ecbd,2,flash_area_close,2,,
02-21e92ba8047205fc644c63639c726771,2,m_slave_sent_reject_proc,30,30,0.0
02-2295fe829a900b74e08e0e8e763078a0,2,k_mutex_unlock.lto_priv.8.lto_priv.0,,4,
02-229f640b455c6fea673d2f1e3b61e494,2,convert_ba414_status,152,152,0.0
02-22a5b398bf37469a097eb4264220bd60,2,__isr_table_entry__isr_wrapper_irq_432,4,4,0.0
02-22e788b3d0ff74d8616eab30199e42e7,2,m_state_prio_low.lto_priv.0,8,8,0.0
02-22f0b77a972476343dd57138c07507bb,2,hal_rcs_chip_disable,168,168,0.0
02-2301b94c387ec3fd46d23322a23ba98d,2,__isr_table_entry_nrfx_isr_irq_41.1,8,8,0.0
02-231501e35bcae1c7777c6f600bfa635f,2,__isr_table_entry_z_irq_spurious_irq_540,8,8,0.0
02-2318e7ee33268445a722331053f937e0,2,acl_tx_pool,52,44,-15.38
02-233ab1a2bc2b2be27a32c3208a90d607,2,pin_trigger_disable,,70,
02-233c12eefee553f0b07b81eacce72935,2,callback_ctrl,104,84,-19.23
02-2372f2c1eb2fa143a1ac5a5ef0c02a66,2,hids_obj_ctx_lib,32,32,0.0
02-2375b07fe7dbbfdef9cec78d4f4e6e89,2,smp_send_security_req,,384,
02-23bef9ac101ff6a58d94ef5ecc6162a3,2,__isr_table_entry__isr_wrapper_irq_406,4,4,0.0
02-23c0c389db02318970157c4ccb19532b,2,att_write_rsp.constprop.0,152,152,0.0
02-23da14fd19067c00d6c9e1eb5cd1668b,2,settings_zms_read_fn,12,12,0.0
02-23fed543a8e8539cd3a971d0fe9c9160,2,__init_mpsl_low_prio_init,8,8,0.0
02-2431a6ec62523d7fb32521dc28e54800,2,z_swap_irqlock.lto_priv.0,52,52,0.0
02-2469a3bdce7b1851161ea1b01c1678bf,2,__isr_table_entry__isr_wrapper_irq_518,4,4,0.0
02-248bd6100f09fb419928a1f5ae5d9b54,2,le_ltk_request,412,386,-6.31
02-2496012e147bb96506631c3077b9dbff,2,sc_restore_rsp,30,30,0.0
02-24c33103069b0f0e7879ad8f2ff2d333,2,strcmp,20,20,0.0
02-24f2a05fd989ebc040e18cbf6d1c50cb,2,zms_flash_rd.lto_priv.0,32,32,0.0
02-253a3171e3bb8eaf0635f8fcde0f0060,2,__pinctrl_states__device_dts_ord_78,8,8,0.0
02-25522a541cd419ab62af1379fe033ea1,2,m_sched_peripheral_connection_event_length_set.lto_priv.0,52,52,0.0
02-25dd88bf1b3220c8e55de62feff05be4,2,notify_cb,312,300,-3.85
02-25f7c4ef05ed9dbf557288df14e1f849,2,advertising_start.lto_priv.0,500,348,-30.4
02-25fab750d0ed238325ec73e4423791d5,2,unpend_thread_no_timeout.lto_priv.2.lto_priv.0,48,20,-58.33
02-260b296df718367f3a97982e1ff86ded,2,auth_passkey_confirm.lto_priv.0,304,164,-46.05
02-261b85e1802026f4684673b4971352a7,2,ll_dc_proc_shorter_conn_int_conn_rate_req_sent,26,26,0.0
02-262eb2c46b4acf72689eb9b114455b72,2,__isr_table_entry_z_irq_spurious_irq_676,8,8,0.0
02-265c277db57df394350fba2d7f8d5883,2,__isr_table_entry__isr_wrapper_irq_24,4,4,0.0
02-265ec9f3f6b6e27f41b85f3fa6e13e0e,2,zms_read,20,20,0.0
02-2676e307045ebd7af2ff134b86ae0fb2,2,nrfx_grtc_irq_handler,176,148,-15.91
02-26834149f19788d7b0dcf29aad314336,2,auto_initiated_procedures.lto_priv.0,12,12,0.0
02-2692f920b55cdf01a69c0ae85ceb9642,2,hci_driver_send.lto_priv.0,7020,7012,-0.11
02-26bf1a76f5d7520e4b804261f2fec0f6,2,handlers.lto_priv.1,,120,
02-26c78b25ee1789affeffe1a5db8ca6fe,2,clock_ctrl_wait_for_lfclk_started,44,44,0.0
02-27086b22246ff06088686ac8ebbf7191,2,__isr_table_entry__isr_wrapper_irq_144,4,4,0.0
02-274506f1541e86fa244ce90549f19814,2,transition_complete,76,26,-65.79
02-27750676cf2f9f35a3352f85c80f1eae,2,k_queue_get.lto_priv.0.lto_priv.0,,184,
02-2798fa1478f19285ffad2578f7cf9f4a,2,nrfx_flag32_free,56,56,0.0
02-279c1036e3764ba3c6d4f948d08d2360,2,gpio_pin_configure_dt.lto_priv.0.lto_priv.0,,62,
02-279c492577ad1fdec96ef80c14f073d9,2,__isr_table_entry__isr_wrapper_irq_362,4,4,0.0
02-27ab157e2fb0af29738d2d04f4ab2520,2,atomic_set_bit.lto_priv.2.lto_priv.0,,10,
02-28307686081ccbea8549f03871757f71,2,m_trx_copy_rx_pdu_to_rx_buffer,52,52,0.0
02-2845ca7e115c2cc398e12d0a1abf1ea4,2,bt_att_req_free,32,32,0.0
02-2848256b7bcbd022ada4bd7ca1ca075c,2,__isr_table_entry__isr_wrapper_irq_398,4,4,0.0
02-286b14fd1971381a4583193194b8862f,2,__isr_table_entry__isr_wrapper_irq_30,4,4,0.0
02-2872abb16ecbb8088adeee73dcb26734,2,cracen_kmu_prepare_key,80,80,0.0
02-287bc33f25e9a746c07db561a69d819b,2,cracen_init_random.part.0,104,104,0.0
02-28a3c4b8dfa0dc23a6b8c6a81e7e2b68,2,mpsl_rtc0_isr_wrapper,404,404,0.0
02-28ac9d66ccb16afc16326810dd1ed798,2,__pinctrl_dev_config__device_dts_ord_125,12,12,0.0
02-28ba64f5d894447c9ed6dd80bb8a743f,2,nordic_str.1,24,,
02-28d8babf93291d36f7a087b4eb2d7490,2,mpsl_math_u64_div_u32_noinline,128,128,0.0
02-293addde38b3a7c968cb131f308151b7,2,m_data_packet_put.constprop.0,228,228,0.0
02-295d065d5fe18fef983202dcdc66c08e,2,__isr_table_entry_z_irq_spurious_irq_580,8,8,0.0
02-29d39160c5d6c8e3ed7bb91704a27b7c,2,ll_sched_adv_remove,74,74,0.0
02-2a276ab0b3c581bafa42ccef5448f86c,2,hids_ctrl_point_write,56,56,0.0
02-2a3a934d642eae77ffe5cf0e765831a8,2,m_slave_phy_change.lto_priv.0,160,160,0.0
02-2a402a7140c21e2eb89b80201ba822f3,2,conn_auth_info_callbacks,16,16,0.0
02-2a79af16c33b81f2ea3ea39d23a582c3,2,__isr_table_entry_z_irq_spurious_irq_574,8,8,0.0
02-2ac6d3cdac0ec427132bee37c10d79fa,2,hal_rcs_pkt_buffer_configure,52,52,0.0
02-2ad171cd9008c16329d6e3a7f078040f,2,l2cap_accept,72,52,-27.78
02-2ae3ae1d042bb065ed3b51fee27f2f60,2,m_power_control_set_power_for_all_phys,4,4,0.0
02-2af10a3727053c114f5741cc58d9fc7f,2,hal_rcs_on_event_start,184,184,0.0
02-2b06220625452ecb20322206f1603168,2,smp_ident_info,116,72,-37.93
02-2b11d86b0243d30492def87b21aacf45,2,unready_thread,120,,
02-2b1a1365513154ba64c457fb53720165,2,smp_timeout,40,28,-30.0
02-2b252f004518f18f8122c3f701b1fc6c,2,bt_conn_foreach.constprop.0,60,60,0.0
02-2b281b00369dbb399453cd1598a022c0,2,m_power_control_context_create,4,4,0.0
02-2b2dfbc5b2431a150eeddbe673d61a61,2,mm_ring_buff_fragment_dequeue,74,74,0.0
02-2b4f06a81f70478114a1cebc4cfec5b7,2,__isr_table_entry_z_irq_spurious_irq_716,8,8,0.0
02-2b692dc167093d1ada2b6076f1b6e032,2,bt_conn_lookup_addr_le,72,72,0.0
02-2c0791a1d9b3080ff34aca850c4f7085,2,net_buf_fixed_hci_cmd_pool,4,4,0.0
02-2c283fb509f54d6c34e0877e0f17d5e2,2,ll_dc_proc_feat_exchange_req_rcvd,72,72,0.0
02-2c40a935ac797e0a900c12a752f79657,2,leds.lto_priv.0,32,32,0.0
02-2c8b29dd9784e3443922e497b771ce3e,2,m_shorter_conn_int_context_init,4,4,0.0
02-2ca0c5054f4b4b4feb67c45051537178,2,rand_prio_low_vector_get_blocking.lto_priv.0,44,16,-63.64
02-2cf75ba6c0e7300033845143a1a598f5,2,__device_dts_ord_78,20,20,0.0
02-2d2decddfd93a4019122fbc2399f4f05,2,__isr_table_entry_z_irq_spurious_irq_578,8,8,0.0
02-2d43a71b726546c6b87c9c14e797c0be,2,__isr_table_entry_z_irq_spurious_irq_740,8,8,0.0
02-2d5a4a3cf49d66f15562c6bf906ed8ce,2,m_adv_rem_event_max_length_us_get.constprop.0,22,22,0.0
02-2d708e9ea165155b4059ecbbeca5d302,2,__isr_table_entry__isr_wrapper_irq_22,4,4,0.0
02-2d7f53d16e4ccda206c9c10c80c73858,2,ll_event_non_updateable_num_complete_prioritized_enqueue,36,36,0.0
02-2dcf94058b808c2c1f1f5abfb7de2c8f,2,m_grtc_event_and_int_cleanup.lto_priv.0,52,52,0.0
02-2e06597cb5afe2169c834468055e6c80,2,psa_crypto_init,520,516,-0.77
02-2e2ef3f7298fc9a5b573bf0b0399f10d,2,bt_addr_le_copy.lto_priv.7.lto_priv.0,14,,
02-2e32f759b783c0b20035314b2e0fc6d9,2,zms_get_sector_cycle.lto_priv.0,64,64,0.0
02-2e53dae1d0e46ea4da4295fb41f0143e,2,ll_address_match,60,60,0.0
02-2e780c5cf6a4044a7593b1768e9d9071,2,psa_get_initialized,64,64,0.0
02-2eb2490ee1c06de4260e3648401964cf,2,ll_dc_proc_subrating_peripheral_reject_req_handler,50,50,0.0
02-2eba7b4fa70d9aa1e1f66776391fb9c2,2,chan_req_send,76,76,0.0
02-2ebe93b9bc62aba30eb2802b62e9671a,2,adv_unpause_enabled,28,28,0.0
02-2f003f44d073a520cd8d8fa0ba0ddb2c,2,psa_validate_unstructured_key_bit_size,94,94,0.0
02-2f3e798debcca0caf16b788e676036ed,2,char2hex,46,46,0.0
02-2f55ae98bb02ffdcfe5619a63a73ede9,2,hal_rcs_radio_switch_cfg_ifs_set,56,56,0.0
02-2f5bbea981b9a1ac72b1d3d147abdc54,2,bus_fault.constprop.0,120,104,-13.33
02-2f652e11cbdd2f937fc6abcd0e89bc45,2,release_handler,,112,
02-2f7b9b698641d824779736780bd3155e,2,__isr_table_entry_z_irq_spurious_irq_710,8,8,0.0
02-2f8f8126bc281cf027d1aefb2ad6a5ea,2,ll_event_generic_updateable_enqueue,28,28,0.0
02-2f9ed536e312ca568613f43c57f266a4,2,acl_has_data,12,12,0.0
02-2fbfcd8110ce7e9fb93d4ba92f1eb037,2,__isr_table_entry__isr_wrapper_irq_482,4,4,0.0
02-2fc66713f80c1ac311620e243c401808,2,ll_dc_proc_acl_terminate_event_enqueue,80,80,0.0
02-2fc8406ac33306b248a6f27a63295f4a,2,__isr_table_entry_z_irq_spurious_irq_546,8,8,0.0
02-3015a05470eaff1032e34cd88434e615,2,net_buf_simple_reserve,44,,
02-305e3a2cf6368f489ba75171ad0f89a4,2,__isr_table_entry_z_irq_spurious_irq_787,8,8,0.0
02-30f6fd42336552c85df1d6a7185e9a86,2,__nrfy_internal_spim_events_process.lto_priv.0,124,,
02-30fae02935aa20dbf9283f8214171764,2,sx_blkcipher_ecb_simple.constprop.0,172,172,0.0
02-31018dbaa0ff0db14f5a62e5bb76b1e7,2,nrf_rram_api,24,24,0.0
02-313936b16a319d015988039411ba47bf,2,settings_zms_load_one.lto_priv.0,74,74,0.0
02-3147cbe58dfe8b9e47b5fa755f4c2fbe,2,z_spin_lock_set_owner,16,,
02-315ee5f2c2cdcf46f7efce36e3363bcb,2,__isr_table_entry_z_irq_spurious_irq_619,8,8,0.0
02-3165793fe9df2211be237fc3b21df8c7,2,bt_gatt_foreach_attr.lto_priv.0.lto_priv.0,20,20,0.0
02-31b82524f20b962d13270a6c9e10a119,2,twim_nrfx_pm_action,50,72,44.0
02-31cfd6e3d717b4ec46e27110289ebf19,2,__isr_table_entry_z_irq_spurious_irq_767,8,8,0.0
02-31d4c183e5a3283af682819da49c40a8,2,__isr_table_entry__isr_wrapper_irq_288,4,4,0.0
02-31d7688944e3614de61f9d6b7e2c8575,2,set_chunk_size,8,8,0.0
02-31d8f5374799706d450fce7408ffea66,2,__isr_table_entry__isr_wrapper_irq_386,4,4,0.0
02-32188fc254a80932269f3b2adf2de64b,2,bt_gatt_attr_write_ccc,180,168,-6.67
02-3293c99c2bf8f1dee2e069b3061785c1,2,id_add,36,4,-88.89
02-3295da9ec2d841a4fe4cff8b3091ce3c,2,m_process_connect_ind_func.lto_priv.0,4,4,0.0
02-32ad0f122cbb9e31683c41c0783833da,2,m_slave_init.lto_priv.0,416,416,0.0
02-32b8e32c58411fe288f552bb10866289,2,mpsl_clock_period_drift_time_get,84,84,0.0
02-3304d8d44a8d9cbc1af00f56dd1c3fbf,2,ll_dc_proc_enc_enc_rsp_sent,36,36,0.0
02-330596c7b419c2082f15245d9bb8daaa,2,__isr_table_entry__isr_wrapper_irq_446,4,4,0.0
02-3306eb1299f87e1eaf88939d7f306a2c,2,__isr_table_entry_z_irq_spurious_irq_778,8,8,0.0
02-331800056c72928e5d3c732d9e5d0648,2,m_pwr_ctrl_cmd_requested,4,4,0.0
02-334b30cc91ae3e9ad5c22199dd298c73,2,__isr_table_entry_z_irq_spurious_irq_609,8,8,0.0
02-336291d23fce42d713fb61b5ba1082a1,2,__isr_table_entry__isr_wrapper_irq_202,4,4,0.0
02-3372af3c02900bba27f6c78efc20d0b8,2,__udivmoddi4,668,668,0.0
02-337550d0ade1e53c5f5424059b58f605,2,m_ctrl_pkt_rcvd_cb_table_slave.lto_priv.0,264,264,0.0
02-339967cc91744ab5a59a60ebda60a543,2,m_slave_packet_activity_callback.lto_priv.0,548,548,0.0
02-33a767def5c021ab26a3625fd371834a,2,m_events_can_follow,64,64,0.0
02-33aa1f91157884bfa264cbfbf368a386,2,mm_context_iterate,60,60,0.0
02-33c509365712e5055252162eac2b15b8,2,ll_address_reset,2,2,0.0
02-33f28e43be7eaeade5d60e93b5df9748,2,__isr_table_entry__isr_wrapper_irq_498,4,4,0.0
02-33f2b3543a614fd51b63acc11989728a,2,__isr_table_entry__isr_wrapper_irq_44,4,4,0.0
02-341a4eb48d459e3c509356c44e06370e,2,__isr_table_entry_z_irq_spurious_irq_739,8,8,0.0
02-341b5075255684e68a6be496bad9cb90,2,ll_dc_proc_ver_exchange_vi_sent,68,68,0.0
02-3432cfd851d2cd4ca5febd9722afd0b7,2,settings_handler_bt_ccc,24,24,0.0
02-346e8b97ef1b34e7632f1122675aac1a,2,CSWTCH.*,203,125,-38.42
02-349e04cd5af966035e651f5a5c2312db,2,find_next,6,6,0.0
02-34b1860cd7047199702ec66ba3978bb2,2,__isr_table_entry__isr_wrapper_irq_94,4,4,0.0
02-34ec20745a5006d874b01ebc606c3f17,2,bt_conn_disconnect,96,64,-33.33
02-34f1e0a0246a7b702b0821d4f27ce5b9,2,bt_keys_get_addr.part.0,116,,
02-3501478ba40855070ce2fb8a2caeda5b,2,ll_subrating_context_create,56,56,0.0
02-351ea7e745a7ef571e0e67740b6a48ec,2,__isr_table_entry__isr_wrapper_irq_76,4,4,0.0
02-3579004536b78bb9febe7eb49c880fcc,2,hids_info_read,24,24,0.0
02-35ba310b05ffbd89714b3f14a02b6271,2,gpiote_input_configure.lto_priv.0,480,,
02-35cd44e69664c9b52bf9fcfeae436b14,2,__isr_table_entry_z_irq_spurious_irq_699,8,8,0.0
02-35d2c5231c4ea79fea3a20c783cbc7bc,2,__isr_table_entry__isr_wrapper_irq_240,4,4,0.0
02-35e982a0e12e0a50fc2581925137309e,2,ll_dc_proc_feat_exchange_rsp_sent,32,32,0.0
02-3629cc0ba8b6c070556d41118893d83a,2,m_adv_hcto_callback,116,116,0.0
02-365c9bd4a8161176c4f9797dba6c2dd5,2,__isr_table_entry_z_irq_spurious_irq_623,8,8,0.0
02-368f384cfa1f430f0cd0c0223e61a48e,2,read_group_cb,192,196,2.08
02-36e82059e2e0c56f3ce8d1d326cf2e1b,2,smp_create_pdu.constprop.0,64,64,0.0
02-3708d929a2b407dbff88e4b387a518dd,2,k_sched_unlock,164,80,-51.22
02-372bad37f4f20fde8772307ca6edddd7,2,__init_sys_clock_driver_init,8,8,0.0
02-37563628dd659c51c8abd9b73c280f80,2,m_lut.0.lto_priv.0,12,,
02-37671950dacc3483f090f19c10dfb46d,2,__isr_table_entry_z_irq_spurious_irq_599,8,8,0.0
02-377f142372996db21af55af0738e3ff7,2,chunk_size,12,12,0.0
02-37bd8539aee6f9fbcce17c78b50b396e,2,att_read_type_req,188,180,-4.26
02-37c0486d3583e8dd782ba045455c7347,2,psa_get_key_slots_initialized,36,36,0.0
02-37de2628f272fa0f6070152bff8e9689,2,i2c_nrfx_twim_transfer,856,852,-0.47
02-37fb2617e09d48273636984b6838f889,2,__isr_table_entry_z_irq_spurious_irq_785,8,8,0.0
02-380b9334e8f07cb3afec9f5f9effac48,2,__isr_table_entry__isr_wrapper_irq_258,4,4,0.0
02-3822e6a934013176eea4c86dfe343669,2,log_const_adc_nrfx_saadc,8,,
02-38355f2b362ede26247467bb6ea35bfa,2,uarte_nrfx_poll_in,38,,
02-383bea548881fde082e7a36dcb19370b,2,hids_boot_kb_outp_report_read,124,112,-9.68
02-3881009d8ccedbc1e0b2a5cc734de961,2,m_context_type_slave_cfg_get.lto_priv.0,36,36,0.0
02-3886056e4a508aca6b1af49986b269d0,2,ll_dc_proc_enc_rcvd_start_enc_rsp_proc_slave,30,30,0.0
02-38af12bffa9fca05cb6b20b8974394f5,2,api_blocking_start.lto_priv.0,60,60,0.0
02-38bc2537b3da74055564899c14bb7e5b,2,hci_cmd_pool,52,44,-15.38
02-38c9078872372e497fa53d6d1a966139,2,mm_adv_buf_mark_complete,60,60,0.0
02-3906b4ead27b70fcb2034f8d49fa1639,2,__isr_table_entry_z_irq_spurious_irq_670,8,8,0.0
02-39108eb4c90b6ccb7411c50468fe17e7,2,__isr_table_entry_z_irq_spurious_irq_673,8,8,0.0
02-3923d9b9d973fd39f953291f06f67ae6,2,bt_l2cap_update_conn_param,80,84,5.0
02-393d471929a733dfe0d04f9876a50c6d,2,bt_att_get_tx_meta_data,68,,
02-39611389d8338ebb024672135eaedb71,2,__init___device_dts_ord_10,8,8,0.0
02-397be15a83e00c582559d8fd75168920,2,__isr_table_entry__isr_wrapper_irq_140,4,4,0.0
02-39d9f398f315966844edb350fe3f4c09,2,__isr_table_entry__isr_wrapper_irq_52,4,4,0.0
02-39de964db66b17f133122525a59100c3,2,spi_nrfx_driver_api,8,8,0.0
02-3a094e165d23eeea4f3114984b1050d7,2,mpsl_clock_hfclk_protocol_is_running,12,12,0.0
02-3a2be3d462c5761c5d6e2f8738a4b778,2,att_tx_destroy,236,180,-23.73
02-3a41bfdef3570f55ca7fb4379940ea01,2,__isr_table_entry__isr_wrapper_irq_132,4,4,0.0
02-3a489591cbc0848d0d882e3afb3617d8,2,__isr_table_entry_z_irq_spurious_irq_588,8,8,0.0
02-3a561116f0c9675a3c83d21fa365050d,2,disconnected,256,160,-37.5
02-3a7c60805221242ad78bae3eeebf1120,2,m_conn_int_rate_event_populate,42,42,0.0
02-3aeeda6c567ce957f01f42a32f7852a5,2,bt_gatt_is_subscribed,396,292,-26.26
02-3b40c9535c04929ec10769ab49b4de32,2,CMD_ECC_PTONCURVE,20,20,0.0
02-3b686ab54c3021eb40ad221b1da67142,2,m_context_type_adv_cfg_get.lto_priv.0,36,36,0.0
02-3b68c8058a2d6ba9e002a0bf8348e2f5,2,var_str.0,16,,
02-3b8a2f8db0ba65eb94d0f4a80e8525c9,2,hids_outp_rep_handler,64,40,-37.5
02-3bb47c019b3885a920d3b31be6e2bf29,2,bt_gatt_attr_next,36,36,0.0
02-3bb729b20beac8a5e0aaa9e0def1e6d4,2,__isr_table_entry_z_irq_spurious_irq_613,8,8,0.0
02-3bdb977eb8476eb6d2ed5c8f6f0a1c21,2,__isr_table_entry__isr_wrapper_irq_50,4,4,0.0
02-3bea200e2c54f0d5076754a8360e7ed4,2,atomic_set_bit_to.lto_priv.2.lto_priv.0,34,34,0.0
02-3c098f83e9848435d4577fc25050a74b,2,__isr_table_entry_z_irq_spurious_irq_538,8,8,0.0
02-3c6f520e9a9efef22a04023997a45574,2,bt_smp_accept,80,68,-15.0
02-3cc0c8ebf3774c888b4a9b88a7a628c9,2,__isr_table_entry_z_irq_spurious_irq_586,8,8,0.0
02-3d170f020eec630a6305158ecdf7d409,2,__isr_table_entry_z_irq_spurious_irq_763,8,8,0.0
02-3d2140e483a11e13a0a21bbc4900ee20,2,smp_public_key_periph,340,336,-1.18
02-3d5f84a8cf05acfa46a66eb12f8cc519,2,__isr_table_entry__isr_wrapper_irq_134,4,4,0.0
02-3d94cc588ac4b6b6c1bf789af676af7c,2,sc_commit,44,44,0.0
02-3d9df4981e1812024640448963134f8a,2,__isr_table_entry__isr_wrapper_irq_244,4,4,0.0
02-3db5e7658a41c3b87cbbfcfaab493213,2,ll_dc_proc_shorter_conn_int_peripheral_reject_req_handler,42,42,0.0
02-3de9081b26d613978dd4155c71d8f3f7,2,__isr_table_entry__isr_wrapper_irq_170,4,4,0.0
02-3e21f45fef3c7d3f11ae1f453cc7bd39,2,__isr_table_entry__isr_wrapper_irq_494,4,4,0.0
02-3e4cc30d83ce92ea7c4d0bb9997a7c77,2,psa_start_key_creation.constprop.0,148,148,0.0
02-3e84860958a404e926c0cda1c5f2e838,2,z_arm_fault,392,236,-39.8
02-3e89c6ca72aaf2c63347baa0935a379d,2,bt_gatt_pool_desc_alloc.constprop.0,172,140,-18.6
02-3e8dd2b371986dbd9129a20fc78914e8,2,__isr_table_entry_z_irq_spurious_irq_563,8,8,0.0
02-3ead3c83895be48dd3dbd5197a977955,2,__isr_table_entry_z_irq_spurious_irq_625,8,8,0.0
02-3eedbbe64a9375b756c5a3304928e466,2,rx_work,16,16,0.0
02-3f02ce0d316a68d5d1dafb939772650d,2,__isr_table_entry__isr_wrapper_irq_188,4,4,0.0
02-3f168cb2db3ffaf1a1075a42d51ed3e6,2,z_do_kernel_oops,10,10,0.0
02-3f196910091c894350913c9f0b6c9073,2,__isr_table_entry__isr_wrapper_irq_214,4,4,0.0
02-3f5dda6a9d5496ed6f989edffca1d005,2,gpio_nrfx_init,164,,
02-3f61e178c09be200c3d7f17d5e0c287f,2,receive_signal_raise,,16,
02-3f8a9ad4cd1a2f421fe119c6513fed77,2,_char_out.lto_priv.0,4,,
02-3ffdf10943c9875135382598650ddf34,2,bt_gatt_identity_resolved,56,,
02-404d6c3ffb933bed94af3a6199e2fc40,2,__isr_table_entry__isr_wrapper_irq_92,4,4,0.0
02-40934b3268f364c5aaf58a05e7ccb4ed,2,psa_get_and_lock_key_slot_with_policy.lto_priv.0,100,100,0.0
02-40c4b54d5825ea888c11e8b651c1950d,2,m_fp_list_elem_append.lto_priv.0,28,28,0.0
02-40f5e378ac7f8a1f8421222d9960c5f7,2,procedures_on_connect,16,16,0.0
02-41235a3e43871669fb2f5bd81c870edb,2,m_adv_dr_valid_on_state_receive_primary.lto_priv.0,244,244,0.0
02-4132f9ec44579ebf863e98e985ddc224,2,ll_dc_proc_shorter_conn_int_conn_rate_event_raise,108,108,0.0
02-414cc71d87741a10b1f28b63eb063b1b,2,__isr_table_entry_z_irq_spurious_irq_674,8,8,0.0
02-4174fb6df17ca451b51d219eb3ed9f26,2,k_work_queue_start,156,108,-30.77
02-41791a05b6888d2b0cf93c4a9920d5e8,2,bt_keys_foreach_type.constprop.0,36,36,0.0
02-418ef6beeb49833e8cd101b4c37b379f,2,irq_connect00,8,8,0.0
02-41b708bf75ac9efce2bb564531c9ba5a,2,mpsl_hfclk_callback.lto_priv.0,12,,
02-41b8569c09ac955fe309f82c090523bc,2,k_cracen_prng_pool_mutex,20,20,0.0
02-41cbb60e3ac104be00d14fb4ac2897dc,2,__isr_table_entry_z_irq_spurious_irq_773,8,8,0.0
02-41f5c4ae308fa7d85b8c0f9a23aacd89,2,gpio_nrfx_drv_api_funcs.lto_priv.0,36,36,0.0
02-41f7a0125ff9241620cb9a8427205b1e,2,sx_mac_run.lto_priv.0,44,44,0.0
